Class,Content,ID,Platform
science-and-technology,"الخصوصية وتطبيقات الهاتف
تطبيقات الهواتف الذكية تتيح لنا استخدام خدمات كثيرة تجعل حياتنا أسهل، لكنها قد تعرض خصوصيتنا للخطر. معظم التطبيقات تطلب الدخول على معلومات خاصة مثل المواقع الجغرافية وسجل الهاتف والمكالمات واستخدام الكاميرا، ونحن نوافق على هذه الطلبات حتى دون أن نقرأها  إنتاج: محمد الشاذلي غرافيكس: محمد عكليك، محمد كاخي  لمتابعتنا على تويتر https://twitter.com/ajplusarabi للتواصل معنا على فيسبوك  https://www.facebook.com/ajplusarabi  لتصفح موقعنا الإلكتروني http://ajplus.net/arabi/ للاشتراك في قناتنا http://www.youtube.com/channel/UC-4KnPMmZzwAzW7SbVATUZQ?sub_confirmation=1",812386155471598_593724117689442,facebook
politics,"RT @ajanet_ar: ""غضب متصاعد""

تلاعب المذيع عمرو أديب باسم محمود السيسي أثار حالة من الغضب والسخرية انتابت رواد مواقع التواصل بـ #مصر

https:…",1176202418285088770,twitter
politics,"#ترمب يتوعد #إيران وتسلا باتت أرخص الآن.. تفاصيل الخبر في قصة بـ #إيجاز
@OlaAlfares ",812386155471598_2548633368513526,facebook
politics,RT @AJABreaking: عاجل | رويترز: الحكومة الألمانية تمدد حظر تصدير الأسلحة إلى #السعودية لمدة 6 شهور,1111393181780897799,twitter
politics,شوارع #السودان تفيض بالمتظاهرين للضغط على المجلس العسكري لتسليم السلطة للمدنيين ومحاسبة المسؤولين عن سقوط ضحايا فض #اعتصام_القيادة_العامة | تقرير: أحمد العساف ,1155860300882698242,twitter
politics,#أردوغان يرد على التنديد السعودي والمصري بالعملية التركية شمال شرقي #سوريا ,1189976097838043136,twitter
politics,عاجل | المبعوث الأمريكي الخاص إلى #إيران:  نحن على تواصل مع الدول الأوروبية التي تتحاور مع #إيران حول الاتفاق النووي,1156845219465388035,twitter
art-and-entertainment,"#وفاة_أبو_بكر_سالم أحد أعمدة الفن الخليجي.
#الجزيرة▶️فنون 
#الجزيرة▶️منوعات
#الجزيرة▶️السعودية",1165209248072183811,twitter
others,"RT @ajanet_ar: ترفض التقدم التقني

قبائل صغيرة وفريدة من نوعها قررت الانعزال عن العالم وتطوره واتخذت من هويتها أسلوبًا في الحياة
https://t.…",1143099977863979013,twitter
politics,RT @AJABreaking: عاجل | قطر تأسف لقرار فض اعتصام #الخرطوم بالقوة وتدعو لتغليب صوت الحكمة والانخراط بحوار مفتوح لأطياف المجتمع,1135546130043932673,twitter
environment,80 ألف طن من النفايات البلاستيكية تطفو في المحيط الهادئ، فكيف سيكون مصير الحياة البحرية؟,1194940180643401728,twitter
politics,RT @AJABreaking: عاجل | قائد الحرس الثوري الإيراني: لدينا الإرادة الكافية لتتبع الأعداء وإلحاق الهزائم بهم والقضاء عليهم,1133340836484272128,twitter
science-and-technology,"العالم يواجه هجوماً إلكترونياً تاريخياً
تعرضت آلاف الحواسيب في عدة دول إلى القرصنة حيث استغل القراصنة ثغرة في نظام 'ويندوز' يعتقد الخبراء أنها سربت من  وكالة الأمن القومي الأمريكية",MwznPMl6Pg0,youtube
others,إليك الإجابات الصحيحة: ,1153771133717667842,twitter
sports,#أتليتيك_بيلباو يتوج بكأس السوبر الإسبانية بعد تعادله مع #برشلونة في مباراة الإياب بهدف لمثله,812386155471598_1399681596742048,facebook
others,@Shulab صحيح يسرى. لو حدثت هذه الدراسة في مجتمعك ما هي توقعاتك عن ردود فعل الناس؟,rnkJRczMO-8,youtube
politics,المحلل السياسي عبد الباقي الظافر: ظهور #حميدتي بالتوازي مع مظاهرة 30 يونيو هي استراتيجية لخطف الكاميرا من المظاهرات وقد تشهد الساعات القادمة بعض المواجهات ,1155564758642384896,twitter
business-and-economy,"#لبنان_ينتحر.. المغردون يدقون ناقوس الخطر بعد تتالي حالات #الانتحار بسبب الاوضاع الاقتصادية
#نشرتكم ",1202724329940803584,twitter
health,الجزيرة هذا الصباح - تعرف على الطرق الصحيحة للتعامل مع حرارة الأطفال.. واستكشف البيت الحقيقي للكاتب شكسبير ,1146498925043605507,twitter
politics,"""لك وقفوا مع الشعب السوري.. ما فيه حدا بوقف معنا"" 
بكاء نازح سوري اضطر إلى ترك بيته هرباً من غارات النظام السوري المدعوم من روسيا ضمن عشرات آلاف السوريين الذين يتدفقون حالياً نحو تركيا ",Y0JGcYSDbzE,youtube
politics,"RT @gamalalmoliky: الليلة في فيلم #أحزمة_الموت أدلة و اعترافات خطيرة لعصابة الإغتيالات في عدن 
وشهادات صادمة أبرزها لمواطن سويدي؛ بدأنا بتت…",812386155471598_1917105408332995,facebook
politics,استمرار الاعتصام أمام مقر القيادة العامة للجيش السوداني في #الخرطوم للمطالبة بتسليم السلطة إلى حكومة مدنية ,1128329193333428225,twitter
others,"@live_modestly بالفعل.. عرضنا هذه القصة الجميلة منذ مدة. ما أحلى الإنسانية! ❤️️
",-p7b4o3YRAc,youtube
environment,"زوج من قردة ""الباربري"" يحتضن المولود الجديد بمودة بالغة، بعد يوم واحد على وضعه بحديقة للحيوانات في #بولندا، ويعرف هذا الفصيل من القردة بأهمية دور الأب في تربية الصغار",1179438206154088448,twitter
others,"@5alid_mu5tar نحاول قدر الإمكان أن نغطي ما يحصل هناك ونعلم أن علينا القيام بمجهود أكبر لإسماع صوت من لا صوت له. 
نشكرك عزيزي على تفاعلك معنا وعلى كلامك الطيب. لا تبخل علينا بنقدك وملاحظاتك فنحن نود سماع كل شيء 🙏🏾",812386155471598_1420976501279224,facebook
politics,RT @AJABreaking: عاجل | المتحدث باسم الجيش الإسرائيلي: تم رصد أكثر من 50 صاروخا أطلقت من قطاع غزة باتجاه إسرائيل,812386155471598_1815495348494002,facebook
politics,أستاذ العلوم السياسية فيصل الحذيفي: #السعودية والإمارات هُزمتا أخلاقيا وتاريخيا في #اليمن ,1068119597100949505,twitter
politics,RT @AJABreaking: عاجل | عضو لجنة الاتصال بقوى الحرية: الفريق عمر زين العابدين لم يكن حاضرا في الاجتماع مع المجلس العسكري,1121161343736918017,twitter
politics,"""نعمل على تنسيق رد فعل عربي على قرار أمريكا بشأن الجولان""
هذا ما قاله وزير الخارجية التونسي خميس الجهيناوي قبل يومين من انطلاق القمة العربية التي تحتضنها تونس.
كيف سيكون رد القادة العرب على قرار ترمب حول الجولان المحتل؟",812386155471598_1529053217138218,facebook
politics,#من_واشنطن - اهتمام في الشارع الأمريكي حول ملف الديمقراطية في الشرق الأوسط وسط احتجاجات تشهدها العديد من دول المنطقة ,812386155471598_1772870639423140,facebook
health,"""شيء واحد لا يخبرونك به عن سرطان الأطفال، وهو أنه يؤثر على العائلة بأكملها"" أمٌّ تروي تجربتها مع ابنها المصاب باللوكيميا بهدف التوعية بتأثير المرض على كامل الأسرة ",SLfuZd2QA4s,youtube
politics,بعدما نشد الجزائريون الحرية، واستنكرو الفساد بشعارات عفوية.. #بوتفليقة يستقيل ويطلب الصفح وجمهور الجزيرة يعتبر تطورات المشهد الجزائري حدث الأسبوع الأهم ضمن #سباق_الأخبار ,1114641428766838784,twitter
art-and-entertainment,#رامي_مالك بعد فوزه بجائزة #أوسكار أفضل ممثل: أنا ابن مهاجرين مصريين ,1099977554147139584,twitter
sports,"#‏ليفربول  يحقق ""المعجزة"" ويتغلب على ضيفه  #‏دورتموند  بأربعة أهداف لثلاثة في إياب ربع نهائي  #‏الدوري_الأوروبي  ويعبر إلى نصف النهائي",812386155471598_1517834874926719,facebook
crime-war-conflict,RT @AJABreaking: عاجل | وزارة الصحة الفلسطينية: إصابة 5 فلسطينيين بجراح في قصف إسرائيلي استهدف شمال قطاع غزة,1110266251610390535,twitter
politics,"بعد التقرير والأدلة التي قدمتها أنييس كالامار..34 نائبا في الكونغرس يقدمون مشروع قرار للضغط على #ترمب لمحاسبة قتلة #خاشقجي
تقرير: عبد المنعم العمراني ",1144840422558068741,twitter
others,@Robe3455 نتمنى أن يكون لديك الكثير من الهدايا قريباً عزيزتي، لا تحزني 🎁,1150728294280695808,twitter
education,"البلجيكيون يطاردون الكتب بدلاً من شخصيات بوكيمون
ناظرة مدرسة ابتدائية في بلجيكا طورت لعبة على الفيسبوك يبحث من خلالها اللاعبون عن الكتب بدلاً من الشخصيات الكرتونية كالتي في لعبة (بوكيمون جو). أرادت المعلمة من هذه اللعبة إيصال المطالعة للأشخاص غير المهتمين بها  ينشر اللاعبون صوراً وتلميحات عن الأماكن التي توجد فيها الكتب في المرافق العامة.   إعداد: ريما عيتاني  لمتابعتنا على تويتر https://twitter.com/ajplusarabi للتواصل معنا على فيسبوك  https://www.facebook.com/ajplusarabi  لتصفح موقعنا الإلكتروني http://ajplus.net/arabi/ للاشتراك في قناتنا http://www.youtube.com/channel/UC-4KnPMmZzwAzW7SbVATUZQ?sub_confirmation=1",1212097685420937216,twitter
politics,RT @AJABreaking: عاجل | سي إن إن: الجيش الأمريكي يعتقد أنه يمكن للحرس الثوري الإيراني إطلاق صواريخ باليستية وكروز من على متن قوارب صغيرة,1127262983892213766,twitter
politics,RT @AJABreaking: عاجل | تيلرسون: نقـل مقـر القيادة الوسطـى إلـى قطـر تـم بطلـب من #السعودية والجميـع فـي المنطقـة كان متفقـا مـع ذلـك,1144320937220870144,twitter
politics,RT @AJABreaking: عاجل | مصادر للجزيرة: آخر ما قاله مرسي في المحكمة قبل وفاته إنه لا يرى ما يجري في المحكمة ولا المحامي ولا الإعلام,1140703856462114816,twitter
human-rights-press-freedom,RT @AJABreaking: عاجل | العفو الدولية: نرحب بالأنباء عن الإفراج عن 3 ناشطات سعوديات والوعود بالإفراج قريبا عن بقية سجينات الرأي,1111294256231186432,twitter
politics,"#أردوغان يقول إن #ماكرون في حالة ""موت دماغي"" تعليقا على حديثه بشأن العملية العسكرية في سوريا والخارجية الفرنسية ترد باستدعاء السفير التركي.. نذر أزمة دبلوماسية بين البلدين؟ | تقرير: رأفت الرفاعي #الأخبار ",1166576140556718081,twitter
politics,ما وراء الخبر - تداعيات الغارات الجوية الإسرائيلية على مواقع إيرانية في سوريا ,1087401957180858368,twitter
crime-war-conflict,"الصين غاضبة.. 😡
ومكتب التحقيق الفدرالي يحقق في القضية..
والسبب: سرقة إصبع تمثال صيني 😱",1197171972561616897,twitter
politics,ظروف سياسية معقدة بالجزائر.. هل سيمضي #بوتفليقه في تحدي ما يجري في الشارع حاليا؟ ,1103188462033952769,twitter
politics,RT @AJABreaking: عاجل | بولتون: قلقون جدا من استخدام فيلق القدس مليشيا شيعية في #العراق لمهاجمة قواتنا كأسلوب غير مباشر,1133623935097069568,twitter
sports,@sophia3102 هل أنتِ من محبي اللعبة يا صوفيا؟,812386155471598_1596826087027597,facebook
others,RT @AJArabic: قريباً.. على #قناة_الجزيرة ,1210002285583093760,twitter
politics,"انتخابات مبكرة في إسرائيل.. لماذا وافق نتنياهو عليها بعد أن رفضها؟
https://t.co/tYKeodGDZb ",1077323030160797696,twitter
politics,حرب كلامية متواصلة بين #واشنطن وطهران.. مقدمة لحرب حقيقية أم مجرد تصريحات؟ ,1138172179298865152,twitter
politics,"تعديلات دستورية في تركيا
البرلمان التركي يمرر تعديلات دستورية قدمها حزب العدالة والتنمية الحاكم تهدف إلى تعديل النظام في البلاد من برلماني إلى رئاسي، بمساندة الحزب القومي ومعارضة حزب الشعب الجمهوري   مونتاج: جويس طراد  لمتابعتنا على تويتر https://twitter.com/ajplusarabi للتواصل معنا على فيسبوك  https://www.facebook.com/ajplusarabi  لتصفح موقعنا الإلكتروني http://ajplus.net/arabi/ للاشتراك في قناتنا http://www.youtube.com/channel/UC-4KnPMmZzwAzW7SbVATUZQ?sub_confirmation=1",812386155471598_2328688340508031,facebook
politics,"صحيفة لاتربيون دي جنيف تكشف أن #بوتفليقة أقام في المستشفى الجامعي تحت اسم مستعار وتاريخ ميلاد مزيف
",1111176095183695873,twitter
sports,"#رونالدو ولاعبو الريال يهيمنون على جوائز الأفضل بأوروبا
المصدر: الأوروبية",9nslRbh9FoI,youtube
politics,RT @AJABreaking: عاجل | السلطان هيثم بن طارق آل سعيد يؤدي القسم سلطانا لعمان,1215925905056501760,twitter
others,عاجل | وكالة تاس الروسية: مقتل 13 شخصا أثناء هبوط اضطراري لطائرة ركاب في موسكو,1125093037095493633,twitter
politics,أزمة كشمير.. #باكستان تتوعد #الهند في حال فـُرضت الحرب عليها وتشعر بمرارة الخذلان من قبل الحليفين التاريخيين #السعودية والإمارات | تقرير: أحمد بركات ,1174280724310089729,twitter
health,"""في البداية تشعرين بالحكة ثم بانتفاخ في الرأس والرقبة.. لم أتصور أن أموت بسبب صبغة شعر!"" وكادت بالفعل أن تموت
فتاة فرنسية، 19 عاماً، اشترت صبغة شعر من أحد المحلات.. ولم تنتبه لمادة تسبب حساسية شديدة كُتبت بحروف صغيرة على العلبة.
هل تقرؤون هذه الكتابات على المنتجات عادة؟ 😱 ",1173937974393917445,twitter
crime-war-conflict,RT @AJABreaking: عاجل | ما خفي أعظم: التحقيقات اثبتت أن الوحدة الإسرائيلية استخدمت معدات دخلت غزة بغطاء منظمة إنسانية دولية,Wk3GiFR79dc,youtube
politics,"الاعتصامات تتوالى في محافظة #المهرة اليمنية ويبقى الشعار الذي يوحدها جميعا هو ""رفض الوجود السعودي"" ",1131976444370927617,twitter
politics,"#إيران تعتزم بدء الخطوة الثالثة من تخفيض التزاماتها في الاتفاق النووي مع القوى الكبرى بعد فشل الوساطات الغربية في إقناع أمريكا بتخفيف بعض العقوبات والجلوس على طاولة فقط.. ما التداعيات المحتملة للخطوة الجديدة؟
تقرير: ناصر آيت طاهر ",812386155471598_1370729206303954,facebook
politics,"RT @ajanet_ar: المشروع سيطرح اليوم بجلسة عمومية للبرلمان الأوروبي في ستراسبورغ للتصويت عليه

",1195936436287164417,twitter
crime-war-conflict,#شاهد - ترند | فيل هائج يصيب 17 شخصا بجروح خلال مهرجان بمدينة كوتي في #سيرلانكا ,812386155471598_1405568749486666,facebook
politics,عاجل | السراج يقدم مبادرة سياسية للحل تقوم على عقد ملتقى ليبي لجميع المناطق يؤمن قاعدة دستورية للانتخابات,1132111544773435393,twitter
crime-war-conflict,RT @AJABreaking: عاجل | الشرطة النيوزيلندية تقول إنها أبطلت مفعول أجهزة متفجرة في سيارات المتورطين بالهجوم على المسجدين,1106424622248062976,twitter
politics,"برأيك.. إلى ماذا يمهد ضاحي خلفان بوصفه الفتح الإسلامي للأندلس بـ""الاحتلال"" وأنها عادت لأهلها؟ ",1098220734311215104,twitter
crime-war-conflict,RT @AJABreaking: عاجل | الخارجية الإيرانية: مشاركة إسرائيل في تحالف ترعاه الولايات المتحدة في مياه الخليج تهديد صريح لأمننا القومي,812386155471598_1207217512655125,facebook
politics,عاجل | رويترز عن السفير الأمريكي لدى #السعودية: ليس من مصلحتنا ولا مصلحة #السعودية ولا #إيران أن يتفجر صراع,1128334355225616386,twitter
art-and-entertainment,"حشود من الناس ينظرون إلى مجسم يضم شخصيات الفيلم الكرتوني السينمائي الشهير ""الأسد الملك"" بمدينة ديزني لاند في #باريس
#الجزيرة",1181925158174494721,twitter
others,@saudi602014 صديقنا فهدهد.. لماذا لا يكون خوض البنات في بعض الأمور الخطيرة أو المحتكرة من طرف الرجال، حباً في الشيء وهواية يرغبن فيها وليس منافسة مع الرجال؟,812386155471598_1624739474236258,facebook
politics,"""الجمعة السوداء"" في صور.. هل شاركتم بها؟ ",PQChoX-2HlI,youtube
others,"#كاريكاتير | #بشار
شاهد المزيد على الرابط التالي: 
www.aljazeera.net/caricature",1166017924118851589,twitter
health,"رحلة بحث عن دم لصديقه المصاب بسرطان الدم 
تقوده لإنشاء أكبر قاعدة بيانات إلكترونية للمتبرعين بالدم في اليمن.. 
بمناسبة #اليوم_العالمي_للتبرع_بالدم دعونا نعرّفكم على قصة نصر و""وريـــد""",812386155471598_2407740759269455,facebook
others,"خاتمة #فوق_السلطة.. سامحك الله
الحلقة كاملة | https://t.co/C299fyeRdQ ",1185322534872473601,twitter
politics,#نادين_جوني تغادر تاركة وراءها ابنها ومعركتها للحصول على حضانته، ووسم #حضانتي_ضد_المحكمة_الجعفرية يعود للتداول.. ما القصة؟ ,IXEJytAgSk4,youtube
others,"أهرامات #السودان.. كنز وسط الصحراء لا يلقى حقه في الاهتمام | رغم روعتها وتاريخها، إلا أن أهرامات ""النوبة"" لا تزال تنتظر من يسبر أغوارها، ويبلغ عددها 225 هرما بنيت في الفترة بين عامي 720 و300 قبل الميلاد",h8tFKAdD2DY,youtube
crime-war-conflict,بعد رحلة دراسية طويلة لم يتمكنوا من الاحتفال بتخرجهم إلا وسط أموام الدمار,1173593475239088128,twitter
human-rights-press-freedom,"RT @ajanet_ar: فقط في مصر.. مؤسس رابطة أسر المختفين قسريا يواجه الإخفاء القسري!

",4ZYjFn6yFXI,youtube
politics,RT @AJABreaking: عاجل | المرشحة سفيرة للولايات المتحدة إلى الأمم المتحدة: أعد بمتابعة تحقيقات محاسبة المسؤولين عن قتل خاشقجي,1141387550118096897,twitter
politics,"إيقاف حوالي 30 شخصاً بمدينة عنابة الجزائرية من الرافضين للانتخابات الرئاسية المقررة الشهر المقبل، بالتزامن مع مسيرة أخرى نظمتها نقابة تؤيد إجراء الانتخابات.
مؤخراً.. صدرت أحكام بالسجن ضد 21 محتجاً آخرين، فيما أطلقت منظمات دولية تحذيرات من ""حملة قمع متنامية"" ضد المحتجين السلميين. ",zgYwEK8WEns,youtube
politics,"آخر المنضمين إلى إدارة #ترمب.. ما الذي يجمع بينهم وما خطتهم؟
#الجزيرة▶️سياسة",812386155471598_2011413942484312,facebook
politics,حميدتي: كمجلس عسكري نحن ملتزمون بالتفاوض ولكن لا فوضى بعد اليوم ,1123206868338266114,twitter
others,"@YousefSaudiUae @MunaHawwa الحلقة لم تنشر بعد..
كل إثنين وأربعاء ستجد حلقة جديدة من #أندلسيات
استمر بمتابعتنا 💐",812386155471598_1313727408670801,facebook
crime-war-conflict,RT @AJABreaking: عاجل | المتحدث العسكري للحوثيين يعلن تنفيذ هجمات بطائرات مسيرة  على مرابض حربية بمطار أبها جنوبي #السعودية,1145820128724041730,twitter
politics,"آلاف اللبنانيين الشيعة يحيون مراسم العاشر من محرم #عاشوراء في الضاحية الجنوبية للعاصمة #بيروت

مصدر الصورة: الأناضول",812386155471598_1426607330716141,facebook
politics,"18 عاماً على الانتفاضة الفلسطينية الثانية..
اقتحام الأقصى، الاستهداف المتواصل للقدس المحتلة، الاعتراف الأمريكي بها عاصمة لإسرائيل..
ما مصير هذه المدينة؟ ",812386155471598_1081042551939289,facebook
others,"""انبسطت عن جد لأن سلاحه ما خوفني، لأنه قدرت أني أتحداه""
تعرفوا على ملك عليوي في #قصة_إنسان من لبنان ",-fh7CIxcxVs,youtube
crime-war-conflict,RT @AJABreaking: عاجل | غسان سلامة: غارة قوات حفتر على مطار معيتيقة انتهاك خطير للقانون الإنساني الدولي,1115301184817045504,twitter
crime-war-conflict,عاجل | وزارة الصحة التابعة للحوثيين: انتشال أكثر من 70 جثة حتى الآن من مقر السجن الذي قصفه التحالف في ذمار,1155545958626684928,twitter
politics,RT @AJABreaking: عاجل | نصر الله: ترمب أوقف الضربة على #إيران بعد تسلمه الرسالة من الإيرانيين عبر دولة ثالثة,1161956028512112641,twitter
politics,RT @AJABreaking: عاجل | رويترز عن وكالة إسنا: إيران توقفت رسميا عن التقيد ببعض التزاماتها بالاتفاق النووي بعد أمر من مجلس الأمن القومي,1135703257542746112,twitter
politics,"RT @ajanet_ar: ""تهديد مباشر""

التحذير حدد دولا مثل #لبنان و #سوريا و #العراق بأن تستعد لتحمل المسؤولية في حال سمحت بأن تكون أراضيها منصات أ…",1167799283506130945,twitter
politics,#شاهد | احتجاجات بشكل آخر.. متظاهرون في مدينة #طرابلس اللبنانية يشكلون بالأضواء علم الوطن ورسائل الوحدة والتغيير ,2I4s1D6dxrs,youtube
politics,RT @AJABreaking: عاجل | ترمب: البغدادي مات ميتة الكلاب والجبناء وكان يصرخ مذعورا,1197067630299025409,twitter
sports,"""يا راعي الكورة وعاشقها وولهانها، شجع يا خوي بس لا تبلاها.. ترى ما أنت بمالكها ولا مورثها لعيالك""!
صح لسانك بو روحي 😂
#وشوله بعض جماهير الكورة ما عندهم روح رياضية؟
@HosamRohy ",TGTIcaDyB8M,youtube
politics,المحلل السياسي عبد الباقي الظافر: ظهور #حميدتي بالتوازي مع مظاهرة 30 يونيو هي استراتيجية لخطف الكاميرا من المظاهرات وقد تشهد الساعات القادمة بعض المواجهات ,1145346252542025728,twitter
crime-war-conflict,"'أنا أيضاً' على تويتر تفضح التحرش في العالم
'أنا أيضاً' وسم انتشر على تويتر يروي تجارب سيدات حول العالم مع التحرش الجنسي ويدعو للتوعية حول الظاهرة.
بعض المطاعم في بريطانيا تقدم الأكلات الفلسطينية على أنها إسرائيلية، ولذلك قررت الطباخة الفلسطينية “جودي القلا” تنظيم عشاء كل شهر به أبرز الأكلات الشعبية الفلسطينية وتعريف المدعوين بها وبأسمائها الصحيحة.   كن جزءاً من مجتمعنا  https://goo.gl/sCG87B  لمتابعتنا على  https://twitter.com/ajplusarabi https://www.facebook.com/ajplusarabi موقعنا: http://ajplus.net/arabi",dlUntkQ1wR0,youtube
art-and-entertainment,"""خذ المهاجرين معك بطائرتك الخاصة إلى هوليوود""
بعد أيام من مشادة كلامية مع الممثل ريتشارد غير، ماتيو سالفيني في موقف محرج بسبب سفينة مهاجرين
ما القصة؟ ",1209916122948083712,twitter
sports,#ريال_مدريد يتربع على عرش أوروبا بإحرازه لقب #دوري_أبطال_أوروبا للمرة الـ11 في تاريخه بعد فوزه على الأتلتيكو بركلات الترجيح,812386155471598_1541832755860264,facebook
politics,تزامنا مع ازدياد تدفق النازحين من شمال #سوريا بحثا عن ملاذ آمن من غارات النظام وحلفائه الروس.. #بوتين يصل #دمشق ويستضيف بشار الأسد في مقر للقوات الروسية | تقرير: أحمد العساف #الحصاد ,ZDVkUs-3u3U,youtube
politics,"ترمب للسلطة الفلسطينية: منحناكم مئات الملايين من الدولارات..
إما أن تعودوا إلى طاولة المفاوضات.. أو لا مزيد من المال!",1186771713444515841,twitter
politics,RT @AJABreaking: عاجل | وزير الخارجية التركي: عدم توقيع حفتر على اتفاق وقف إطلاق النار يظهر من يريد الحرب ومن يريد السلام,PO3YBEJUWGk,youtube
politics,RT @AJABreaking: عاجل | قائد عمليات كتائب #حزب_الله العراقية: على القوات الأمنية العراقية الابتعاد عن القواعد الأمريكية ابتداء من غد الأحد,rC0O7WOdVe4,youtube
crime-war-conflict,"60 قتيلاً على الأقل وعشرات المفقودين كانوا ضحية هجرة غير نظامية في واحدة من أسوأ حوادث غرق المهاجرين على مدى سنوات في تونس.
هل أوروبا هي الجنة الموعودة أم أن قلة فرص العمل تُحتم على الشباب الهجرة؟
خالد عاش تجربة مماثلة يرويها لنا",JTiFtqRDi3U,youtube
sports,#الكاميرون تتوج بكأس #أمم_أفريقيا للمرة الخامسة في تاريخها بعد تغلبها على #مصر بهدفين مقابل واحد في المباراة النهائية,1196518584090058752,twitter
health,@SnFooR_G نعم. هذه الشوربة مقدمة من بلدية أسكودار لكن العم مرسل هو من يطبخها ويقدمها منذ 30 عاماً.,yHHqWQEkcC4,youtube
business-and-economy,"46 مليون دولار ستدفعها شركة الأثاث السويدية ""ايكيا"" تعويضاً لوالدي طفل توفي في الولايات المتحدة عام 2017 بعد أن سقطت فوقه خزانة ذات أدراج من طراز""مالم"".. محامون ذكروا أن هذا التعويض ""قد يكون الأكبر في تاريخ الولايات المتحدة في إطار وفاة عرضية"". ",rLuJM3pLE0M,youtube
business-and-economy,"وزارة الخزانة الأميركية: الدين الأميركي زاد أكثر من تريليوني دولار منذ تولي الرئيس #ترامب مهام منصبه في البيت الأبيض
",1081331961577328640,twitter
politics,"""لا مكان لحفتر في أي تسوية سياسية"".. على خطى تسريع إرسال القوات التركية إلى ليبيا ووسط قصف متواصل من قوات #حفتر على #طرابلس، ماذا تأمل حكومة الوفاق من مؤتمر برلين؟
| تقرير: عزيز المرنيسي #الأخبار ",812386155471598_2444322775611253,facebook
sports,"80 عاماً وما زال مواظباً على الرياضة.. بل ويعشقها.
هل تمارسون الرياضة بشكل يومي؟",1189195184707395584,twitter
environment,"أمطار وعواصف رعدية في قطر تتسبب في فيضانات جارفة..
تعطلٌ في حركة المرور واضطراب في الرحلات الجوية، والسياسة تقتحم أجواء الأمطار أيضاً..",812386155471598_245603952800658,facebook
spiritual,"RT @ajanet_ar: ""مشهد مهيب""

ضيوف الرحمن خطّوا خطواتهم الأولى في ركن الحج الأعظم بالوقوف على صعيد عرفات بعد قضائهم يوم التروية بمشعر منى
htt…",812386155471598_1213015488741994,facebook
sports,"#برشلونة يحقق إنجازا تاريخيا بحصوله على كأس العالم للأندية للمرة الثالثة في مسيرته
مصدر الصورة: الأوروبية
#الجزيرة",1174019019231375361,twitter
others,"""كأي فتاة أريد أن أرتدي ملابس نسائية""
ترغمها عائلتها على التنكر بزي الذكور من أجل العمل..
تعرفوا على قصتها ",1157380863824465921,twitter
science-and-technology,"إنترنت الأشياء
مع التطور التكنولوجي أصبح بإمكان الآلات أن تتصرف وتقرر أفعالها وفق ذكائها الخاص وتفاعلها مع المحيط دون برمجة تفصيلية من الإنسان، هذا التواصل والمعالجة يسمى إنترنت الأشياء.. لنتعرف عليه   لمتابعتنا على تويتر https://twitter.com/ajplusarabi للتواصل معنا على فيسبوك  https://www.facebook.com/ajplusarabi  لتصفح موقعنا الإلكتروني http://ajplus.net/arabi/ للاشتراك في قناتنا http://www.youtube.com/channel/UC-4KnPMmZzwAzW7SbVATUZQ?sub_confirmation=1",sTIpDeXdvq8,youtube
politics,RT @AJABreaking: عاجل | التلفزيون الإثيوبي: جنرال في الجيش يقف وراء المحاولة الانقلابية في أمهرة,1142682546469253123,twitter
science-and-technology,"زوكربرغ يقر بوقوعه ضحية فضيحة تسريب البيانات..
هل فكرتم في إزالة حساباتكم، بعد الانتقادات التي طالت فيسبوك في الفترة الأخيرة؟",1202591770510610439,twitter
crime-war-conflict,"""أفغانستان ستكون مقبرة للأميركيين"".. حركة #طالبان تتوعد الولايات المتحدة ردا على خطاب #ترمب",loGY6_7tCnw,youtube
politics,"اعتقلها الاحتلال ظلماً لتواجه ١١ عاماً بالسجن بوجه محروق وأنامل مبتورة! 
#الجزيرة▶️مرأة
#الجزيرة▶️فلسطين
#الجزيرة▶️سياسة",1212028707097006083,twitter
business-and-economy,"#تونس تأمل جذب المزيد من الاستثمارات لدعم اقتصادها، فهل ستشهد زيارة الملك توقيع اتفاقيات بين البلدين؟ 
",1110451320564211713,twitter
politics,"RT @ajanet_ar: خلافات قائمة
مصدر عسكري يكشف للجزيرة نت.. تعقيدات أمنية تواجه المجلس العسكري في الاستجابة لمطالب الثوار بانتقال السلطة للمدن…",1128295335573512192,twitter
art-and-entertainment,"أنك تكون ذكي ده يرشحك بقوة أنك تكون غبي
Da7ee7 - الدحيح
#الدحيح",nNv3NV1vGB8,youtube
crime-war-conflict,"""شكيناكم لله"".. نازح سوري يبكي إثر خروجه من مدينة معرة النعمان التي تشهد قصفا مكثفا من القوات السورية والروسية ",nFbWAR7euMQ,youtube
politics,RT @AJABreaking: عاجل | موغريني: لا يوجد طرف من الدول الموقعة على الاتفاق النووي يرى الخطوات الإيرانية انتهاكا كبيرا للاتفاق,812386155471598_1032805950096283,facebook
politics,"#السيسي بالإنجليزي
حلقة #فوق_السلطة كاملة | https://t.co/YVelqufU71 ",IWbFG310MdU,youtube
